SQLDATE,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,EventCode,GoldsteinScale,SOURCEURL
20260418,"Grand River, Michigan, United States",43.0583,-86.2509,141,-6.5,https://rivergrandrapids.com/ixp/43/p/grand-river-flood-history/
20260418,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://religionnews.com/2026/04/10/unusual-pentagon-vatican-meeting-sparks-intrigue-denials-and-whispers-of-a-diplomatic-clash/
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://txktoday.com/crime/man-accused-of-endangering-kids-in-family-road-rage-crash/
20260418,"Texas, United States",31.106,-97.6475,138,-7.0,https://www.verkkouutiset.fi/a/republikaanien-paniikki-kasvaa-usan-valivaaleista/
20260418,"Texas, United States",31.106,-97.6475,141,-6.5,https://www.el-balad.com/16916312
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.texastribune.org/2026/04/17/texas-power-grid-electricity-ercot-load-forecast-puc/
20260418,"Los Angeles, California, United States",34.0522,-118.244,131,-5.8,https://www.sonomanews.com/2026/04/17/abcarian-why-anti-american-sentiment-is-on-the-rise/
20260418,"Los Angeles, California, United States",34.0522,-118.244,130,-4.4,https://nypost.com/2026/04/18/us-news/increase-in-la-homeless-encampment-fires-slows-emergency-response-times/
20260418,"Grand Rapids, Michigan, United States",42.9634,-85.6681,130,-4.4,https://www.shorelinemedia.net/white_lake_beacon/news/flooding-impacts-region-river-levels-rise-as-more-storms-possible/article_42c48d9b-01ff-4886-b658-eff557df8b7f.html
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.phillyvoice.com/federal-pbm-transparency-rule-dave-sunday/
20260418,"Longview, Texas, United States",32.5007,-94.7405,130,-4.4,https://timesofindia.indiatimes.com/technology/tech-news/anti-al-attacker-who-tried-to-murder-openai-ceo-sam-altman-found-chatgpt-awesome-because/articleshow/130342489.cms
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://foreignpolicy.com/2026/04/17/strait-hormuz-completely-open-iran-trump-us-blockade-oil/
20260418,"Dallas, Texas, United States",32.7831,-96.8067,130,-4.4,https://www.nbcdfw.com/news/local/abbott-warns-dallas-lose-millions-ice-cooperation/4011791/
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://kdhnews.com/news/local/rabid-raccoon-found-in-copperas-cove/article_34b4a3bb-b168-4d17-a83d-8148efa4588f.html
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://foxwilmington.com/texas-ag-sues-houston-mayor-and-city-council-over-new-sanctuary-city-ordinance-limiting-ice-cooperation/
20260418,"Texarkana, Texas, United States",33.4251,-94.0477,130,-4.4,https://txktoday.com/crime/man-accused-of-endangering-kids-in-family-road-rage-crash/
20260418,"Longview, Texas, United States",32.5007,-94.7405,130,-4.4,https://timesofindia.indiatimes.com/technology/tech-news/anti-al-attacker-who-tried-to-murder-openai-ceo-sam-altman-found-chatgpt-awesome-because/articleshow/130342489.cms
20260418,"Dallas, Texas, United States",32.7831,-96.8067,130,-4.4,https://www.nbcdfw.com/news/local/abbott-warns-dallas-lose-millions-ice-cooperation/4011791/
20260418,"Dallas, Texas, United States",32.7831,-96.8067,130,-4.4,https://www.nbcdfw.com/news/local/abbott-warns-dallas-lose-millions-ice-cooperation/4011791/
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.el-balad.com/16916900
20260418,"Longview, Texas, United States",32.5007,-94.7405,130,-4.4,https://timesofindia.indiatimes.com/technology/tech-news/anti-al-attacker-who-tried-to-murder-openai-ceo-sam-altman-found-chatgpt-awesome-because/articleshow/130342489.cms
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://b93.net/ixp/514/p/temple-data-center-controversy/
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://b93.net/ixp/514/p/temple-data-center-controversy/
20260418,"Texas, United States",31.106,-97.6475,140,-6.5,https://www.tpr.org/news/2026-04-17/ice-protest-caravans-set-to-converge-on-dilley-detention-center-saturday
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.kbtx.com/2026/04/18/focus-four-ercot-projects-massive-surge-power-demand-its-not-what-it-seems/
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://kdhnews.com/news/local/rabid-raccoon-found-in-copperas-cove/article_34b4a3bb-b168-4d17-a83d-8148efa4588f.html
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://foxwilmington.com/texas-ag-sues-houston-mayor-and-city-council-over-new-sanctuary-city-ordinance-limiting-ice-cooperation/
20260418,"Texas, United States",31.106,-97.6475,130,-4.4,https://foxwilmington.com/texas-ag-sues-houston-mayor-and-city-council-over-new-sanctuary-city-ordinance-limiting-ice-cooperation/
20260410,"University Of Texas, Texas, United States",30.286,-97.7389,130,-4.4,https://chicago.suntimes.com/immigration/2026/04/10/trumps-deportation-blitz-evokes-painful-memories-latin-american-disappearances
20260410,"Wichita Falls, Texas, United States",33.9137,-98.4934,130,-4.4,https://www.kbtx.com/2026/04/09/texas-woman-sentenced-six-years-prison-mailing-k2-laced-bibles-inmates/
20260410,"Dallas, Texas, United States",32.7831,-96.8067,130,-4.4,https://www.fox4news.com/news/dallas-zoo-new-tiger-cub
20260410,"Houston, Texas, United States",29.7633,-95.3633,141,-6.5,https://www.rigzone.com/news/occidental_discovers_oil_near_existing_infrastructure_off_louisiana-10-apr-2026-183423-article/
20260410,"San Antonio, Texas, United States",29.4241,-98.4936,130,-4.4,https://www.sacurrent.com/news/san-antonio-news/mayor-gina-ortiz-jones-again-urges-feds-not-to-proceed-with-san-antonio-ice-lockup/
20260410,"Traverse City, Michigan, United States",44.7631,-85.6206,143,-6.5,https://upnorthlive.com/news/local/munson-medical-center-nurses-hold-a-practice-strike-as-contract-is-in-negotiations
20260410,"Traverse City, Michigan, United States",44.7631,-85.6206,143,-6.5,https://upnorthlive.com/news/local/munson-medical-center-nurses-hold-a-practice-strike-as-contract-is-in-negotiations
20260410,"Los Angeles, California, United States",34.0522,-118.244,130,-4.4,https://economictimes.indiatimes.com/us/entertainment/natasha-lyonne-responds-after-being-escorted-off-flight-what-happened-on-the-delta-plane/articleshow/130156680.cms
20260410,"Comal Springs, Texas, United States",29.7252,-98.142,130,-4.4,https://herald-zeitung.com/opinion/silver-preservation-in-the-texas-hill-country/article_cf5a8842-a762-49b4-a91b-329d7b952bc7.html
20260410,"Munson Medical Center, Michigan, United States",44.6583,-85.8222,143,-6.5,https://www.9and10news.com/2026/04/09/munson-nurses-hold-practice-strike-amid-contract-talks/
20260410,"Rockport, Maine, United States",44.1845,-69.0761,130,-4.4,https://www.bangordailynews.com/2026/04/10/midcoast/midcoast-environment/lincolnville-maine-ducktrap-river-atlantic-salmon-habitat-preserved/
20260410,"Onsted, Michigan, United States",42.0062,-84.1899,130,-4.4,https://www.fox17online.com/news/husband-remains-in-custody-after-michigan-woman-allegedly-goes-overboard-in-bahamas
20260410,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.yahoo.com/news/articles/elissa-slotkin-testing-whether-winning-100055468.html
20260410,"Michigan, United States",43.3504,-84.5603,143,-6.5,https://www.9and10news.com/2026/04/09/munson-nurses-hold-practice-strike-amid-contract-talks/
20260409,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.wzzm13.com/article/news/local/ag-dana-nessel-warns-investment-scams-social-media-platforms/69-4be44a9d-a036-4dd4-84d9-db1fb67e8cce
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.fox4news.com/news/missing-endangered-teen-chinonyeren-oliver
20260410,"Texas, United States",31.106,-97.6475,138,-7.0,https://sapo.pt/artigo/oms-israel-vai-atacar-tambem-ambulancias-no-libano-69d8e38e85f2c80b9f56457e
20260410,"Texas, United States",31.106,-97.6475,143,-6.5,https://idahobusinessreview.com/2026/04/10/idaho-film-society-hall-of-fame-boise/
20260410,"Texas, United States",31.106,-97.6475,1383,-7.0,https://gazette.com/2026/04/09/simply-a-crock-pot-commonspirit-penrose-hospital-bomb-threat-deemed-not-credible/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.ktre.com/2026/04/10/lufkin-springfest-canceled-lufkin-pivots-art-walk-summer-series/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.cbc.ca/news/politics/saab-lockheed-martin-fighters-data-defence-9.7157673
20260410,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.miningjournal.net/news/front-page-news/2026/04/elissa-slotkin-for-president-michigan-democrat-isnt-ruling-out-2028-run/
20260410,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.miningjournal.net/news/front-page-news/2026/04/elissa-slotkin-for-president-michigan-democrat-isnt-ruling-out-2028-run/
20260409,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.wzzm13.com/article/news/local/ag-dana-nessel-warns-investment-scams-social-media-platforms/69-4be44a9d-a036-4dd4-84d9-db1fb67e8cce
20260410,"Michigan, United States",43.3504,-84.5603,141,-6.5,https://www.yahoo.com/news/articles/chinese-scientist-falls-death-hostile-121148392.html
20260410,"Michigan, United States",43.3504,-84.5603,141,-6.5,https://www.yahoo.com/news/articles/chinese-scientist-falls-death-hostile-121148392.html
20260410,"Michigan, United States",43.3504,-84.5603,141,-6.5,https://theintercept.com/2026/04/09/michigan-senate-abdul-el-sayed-mallory-mcmorrow-hasan-piker/
20260410,"Michigan, United States",43.3504,-84.5603,143,-6.5,https://upnorthlive.com/news/local/munson-medical-center-nurses-hold-a-practice-strike-as-contract-is-in-negotiations
20260410,"Michigan, United States",43.3504,-84.5603,143,-6.5,https://upnorthlive.com/news/local/munson-medical-center-nurses-hold-a-practice-strike-as-contract-is-in-negotiations
20260410,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://bridgemi.com/talent-education/after-dei-shutdown-u-m-under-pressure-to-rebuild-diversity-programs/
20260410,"Michigan, United States",43.3504,-84.5603,141,-6.5,https://bridgemi.com/talent-education/the-rise-and-fall-of-dei-at-university-of-michigan/
20260410,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://bridgemi.com/talent-education/after-dei-shutdown-u-m-under-pressure-to-rebuild-diversity-programs/
20260409,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.wzzm13.com/article/news/local/ag-dana-nessel-warns-investment-scams-social-media-platforms/69-4be44a9d-a036-4dd4-84d9-db1fb67e8cce
20260409,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.wzzm13.com/article/news/local/ag-dana-nessel-warns-investment-scams-social-media-platforms/69-4be44a9d-a036-4dd4-84d9-db1fb67e8cce
20260410,"Lampasas, Texas, United States",31.0638,-98.1817,130,-4.4,https://www.kwtx.com/2026/04/10/first-alert-weather-day-strong-storms-possible-sunday-again-monday-through-wednesday/
20260410,"Houston, Texas, United States",29.7633,-95.3633,141,-6.5,https://www.rigzone.com/news/occidental_discovers_oil_near_existing_infrastructure_off_louisiana-10-apr-2026-183423-article/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.americanthinker.com/blog/2026/04/blue_bias_red_risk.html
20260410,"Dallas, Texas, United States",32.7831,-96.8067,141,-6.5,https://www.theatlantic.com/ideas/2026/04/samuel-alito-supreme-court-conservative/686756/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.christianpost.com/podcast/jd-vance-warns-of-far-left-threats-in-budapest-us-abortions-rise-texas-church-hero-stops-armed-man.html
20260410,"Bexar County, Texas, United States",29.4502,-98.517,130,-4.4,https://www.ksat.com/news/local/2026/04/10/bexar-county-warns-of-scammers-posing-as-county-officials-who-charge-assistance-program-fees/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://929nin.com/ixp/175/p/ken-paxton-wichita-falls-investigation/
20260410,"San Antonio, Texas, United States",29.4241,-98.4936,141,-6.5,https://www.ibtimes.co.uk/cuban-president-diaz-canel-us-pressure-energy-crisis-1791125
20260410,"Houston, Texas, United States",29.7633,-95.3633,141,-6.5,https://www.rigzone.com/news/occidental_discovers_oil_near_existing_infrastructure_off_louisiana-10-apr-2026-183423-article/
20260410,"Houston, Texas, United States",29.7633,-95.3633,141,-6.5,https://www.rigzone.com/news/occidental_discovers_oil_near_existing_infrastructure_off_louisiana-10-apr-2026-183423-article/
20260410,"Houston, Texas, United States",29.7633,-95.3633,141,-6.5,https://www.rigzone.com/news/occidental_discovers_oil_near_existing_infrastructure_off_louisiana-10-apr-2026-183423-article/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.houstonpublicmedia.org/articles/news/2026/04/09/548687/we-need-new-blood-texas-voters-look-for-leadership-changes-fresh-faces-this-election-year/
20260410,"Bexar County, Texas, United States",29.4502,-98.517,130,-4.4,https://www.ksat.com/news/local/2026/04/10/bexar-county-warns-of-scammers-posing-as-county-officials-who-charge-assistance-program-fees/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.cbc.ca/news/politics/saab-lockheed-martin-fighters-data-defence-9.7157673
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://defimedia.info/les-frappes-israeliennes-au-liban-ont-un-impact-devastateur-et-inhumain-sur-les-enfants-selon
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.pcmag.com/news/ceasefire-on-the-ground-cyberwar-online-inside-this-weeks-surge-in-hacks
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.pcmag.com/news/ceasefire-on-the-ground-cyberwar-online-inside-this-weeks-surge-in-hacks
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://targetednews.com/pr_disp.php?pr_id=9572949
20260410,"Texas, United States",31.106,-97.6475,138,-7.0,https://sapo.pt/artigo/oms-israel-vai-atacar-tambem-ambulancias-no-libano-69d8e38e85f2c80b9f56457e
20260410,"Texas, United States",31.106,-97.6475,141,-6.5,https://www.washingtonexaminer.com/premium/4522816/can-democrats-get-religion/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.ktre.com/2026/04/10/lufkin-springfest-canceled-lufkin-pivots-art-walk-summer-series/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.houstonpublicmedia.org/articles/news/2026/04/09/548687/we-need-new-blood-texas-voters-look-for-leadership-changes-fresh-faces-this-election-year/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.houstonpublicmedia.org/articles/news/2026/04/09/548687/we-need-new-blood-texas-voters-look-for-leadership-changes-fresh-faces-this-election-year/
20260410,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.houstonpublicmedia.org/articles/news/2026/04/09/548687/we-need-new-blood-texas-voters-look-for-leadership-changes-fresh-faces-this-election-year/
20260405,"Dallas, Texas, United States",32.7831,-96.8067,140,-6.5,https://edmontonsun.com/news/local-news/edmonton-youth-rally-at-legislature-to-protest-bill-25
20260404,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.wctrib.com/opinion/columns/cal-thomas-debunking-the-lone-wolf-myth
20260404,"San Antonio, Texas, United States",29.4241,-98.4936,138,-7.0,https://spnfa.ir/20260404/28919676.html
20260404,"Detroit, Michigan, United States",42.3314,-83.0458,130,-4.4,https://www.yahoo.com/news/articles/tornado-warning-issued-parts-southeast-215905141.html
20260404,"Monroe County, Michigan, United States",41.9334,-83.5499,130,-4.4,https://www.yahoo.com/news/articles/tornado-warning-issued-parts-southeast-215905141.html
20260404,"Detroit, Michigan, United States",42.3314,-83.0458,138,-7.0,https://www.yahoo.com/news/articles/tornado-warning-issued-parts-southeast-215905141.html
20260404,"Monroe County, Michigan, United States",41.9334,-83.5499,138,-7.0,https://www.yahoo.com/news/articles/tornado-warning-issued-parts-southeast-215905141.html
20260405,"Los Angeles, California, United States",34.0522,-118.244,130,-4.4,https://www.mirror.co.uk/news/world-news/trump-iran-strait-power-live-36962856
20260405,"San Marcos, Texas, United States",29.8833,-97.9414,130,-4.4,"https://www.sanmarcosrecord.com/article/33180,water-solution-elusive-as-long-as-hays-leaders-clash"
20260405,"San Marcos, Texas, United States",29.8833,-97.9414,130,-4.4,"https://www.sanmarcosrecord.com/article/33180,water-solution-elusive-as-long-as-hays-leaders-clash"
20260405,"Hays County, Texas, United States",30.0502,-98.0336,130,-4.4,"https://www.sanmarcosrecord.com/article/33180,water-solution-elusive-as-long-as-hays-leaders-clash"
20260405,"Calvary Baptist Church, Texas, United States",29.4022,-94.9024,141,-6.5,https://tylerpaper.com/2026/04/05/dr-ray-o-brooks-longtime-texas-baptist-leader-dies-at-103/
20260405,"Texas, United States",31.106,-97.6475,141,-6.5,https://tylerpaper.com/2026/04/05/dr-ray-o-brooks-longtime-texas-baptist-leader-dies-at-103/
20260405,"City Of Newport, Rhode Island, United States",41.482,-71.3229,145,-7.5,https://www.golocalprov.com/news/the-real-history-of-newport-creamery-protests-scammers-and-awful-awfuls
20260405,"Los Angeles, California, United States",34.0522,-118.244,130,-4.4,https://www.mirror.co.uk/news/world-news/pilot-rescued-iran-search-live-36962856
20260405,"Los Angeles, California, United States",34.0522,-118.244,130,-4.4,https://www.mirror.co.uk/news/world-news/pilot-rescued-iran-search-live-36962856
20260405,"Los Angeles, California, United States",34.0522,-118.244,130,-4.4,https://www.mirror.co.uk/news/world-news/pilot-rescued-iran-search-live-36962856
20260405,"Los Angeles, California, United States",34.0522,-118.244,130,-4.4,https://www.mirror.co.uk/news/world-news/pilot-rescued-iran-search-live-36962856
20260405,"Big Bend, Texas, United States",28.9377,-95.326,141,-6.5,https://www.tpr.org/news/2026-04-04/protesters-gather-in-austin-to-defend-big-bend-against-proposed-border-wall
20260405,"Big Bend, Texas, United States",28.9377,-95.326,130,-4.4,https://www.kut.org/politics/2026-04-04/austin-tx-big-bend-national-park-protest-border-wall
20260405,"Big Bend, Texas, United States",28.9377,-95.326,130,-4.4,https://www.kut.org/politics/2026-04-04/austin-tx-big-bend-national-park-protest-border-wall
20260405,"Texas, United States",31.106,-97.6475,141,-6.5,https://www.kut.org/politics/2026-04-04/austin-tx-big-bend-national-park-protest-border-wall
20260405,"Los Angeles County, California, United States",34.3667,-118.201,130,-4.4,https://www.sgvtribune.com/2026/04/04/do-deputy-gangs-exist-los-angeles-county-sheriff-candidates-weigh-in/
20260416,"Portland, Oregon, United States",45.5235,-122.676,134,-5.8,https://www.kgw.com/article/news/crime/man-injured-in-stabbing-near-northeast-portland-transit-center-police-search-for-suspect/283-c726f74f-2d07-4886-9a22-279cc32defa2
20260416,"Robert Lee, Texas, United States",31.8924,-100.485,130,-4.4,https://www.kplctv.com/2026/04/16/swla-arrest-report-april-15-2026/
20260415,"Trinity University, Texas, United States",29.4633,-98.4828,141,-6.5,https://www.sacurrent.com/news/san-antonio-news/islamic-studies-professor-at-san-antonios-trinity-university-denied-tenure-to-file-lawsuit/
20260415,"Fort Worth, Texas, United States",32.7254,-97.3208,134,-5.8,https://www.kltv.com/2026/04/15/woman-arrested-following-secure-lockout-rusk-isd/
20260415,"Tarrant County, Texas, United States",32.7668,-97.3003,130,-4.4,https://abc13.com/post/magnolia-mayor-matthew-dantzer-made-unwanted-sexual-remarks-leading-alleged-assault-pregnant-employee-lawsuit/18892944/
20260416,"San Antonio, Texas, United States",29.4241,-98.4936,141,-6.5,https://www.sacurrent.com/food-drink/flavor/landlords-gonna-landlord-beloved-southtown-bar-lowcountry-closes/
20260416,"Jefferson County, Texas, United States",29.8836,-94.1502,130,-4.4,https://www.12newsnow.com/article/news/local/juvenile-crime-prevention-program-expanding-new-beaumont-campus/502-2a5e4389-7435-46a6-8c57-177ba40bb67e
20260416,"Los Angeles, California, United States",34.0522,-118.244,141,-6.5,https://www.courant.com/2026/04/16/opinion-there-are-no-couch-potatoes-in-peaceful-protest-whats-next-ct/
20260415,"Port Everglades, Florida, United States",26.097,-80.1273,143,-6.5,https://www.wlrn.org/environment/2026-04-15/port-everglades-dredge-permit-army-corps
20260415,"Grand River, Michigan, United States",43.0583,-86.2509,141,-6.5,https://wgrd.com/grand-river-flood-history/
20260416,"Gun Lake, Michigan, United States",44.0816,-86.1751,130,-4.4,https://secondwavemedia.com/great-lakes-local-consequences-indigenous-voices-on-why-line-5-matters-in-kalamazoo/
20260415,"Grand River, Michigan, United States",43.0583,-86.2509,141,-6.5,https://wgrd.com/grand-river-flood-history/
20260416,"Michigan, United States",43.3504,-84.5603,143,-6.5,https://www.interlochenpublicradio.org/2026-04-15/michigan-senate-votes-to-block-mandatory-overtime-for-nurses
20260416,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://secondwavemedia.com/great-lakes-local-consequences-indigenous-voices-on-why-line-5-matters-in-kalamazoo/
20260416,"Michigan, United States",43.3504,-84.5603,130,-4.4,http://www.cambodiantimes.com/news/278986344/lawyers-caution-ai-chats-lack-legal-privilege-after-us-ruling
20260415,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.wndu.com/2026/04/15/new-world-screwworm-detected-about-90-miles-us/
20260416,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.fox8live.com/2026/04/15/new-world-screwworm-detected-about-90-miles-us/
20260415,"Texas, United States",31.106,-97.6475,141,-6.5,https://nacla.org/state-terror-seeks-to-dismantle-the-gains-of-collective-struggle/
20260415,"Tarrant County, Texas, United States",32.7668,-97.3003,130,-4.4,https://abc13.com/post/magnolia-mayor-matthew-dantzer-made-unwanted-sexual-remarks-leading-alleged-assault-pregnant-employee-lawsuit/18892944/
20260416,"Texas, United States",31.106,-97.6475,138,-7.0,https://www.sozcu.com.tr/trump-in-zengin-ettiklerine-sorusturma-p311688
20260416,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.fox8live.com/2026/04/15/new-world-screwworm-detected-about-90-miles-us/
20260416,"Houston, Texas, United States",29.7633,-95.3633,130,-4.4,https://www.azfamily.com/2026/04/16/suspect-cross-country-atm-robbery-spree-that-targeted-arizona-sentenced/
20260416,"Los Angeles, California, United States",34.0522,-118.244,143,-6.5,https://www.yahoo.com/news/articles/parents-schools-clash-over-movement-103000179.html
20260415,"Port Everglades, Florida, United States",26.097,-80.1273,130,-4.4,https://biologicaldiversity.org/w/news/press-releases/army-corps-withdraws-state-application-for-port-everglades-dredging-that-threatened-reef-2026-04-15/
20260416,"Berrien County, Michigan, United States",41.95,-86.4167,130,-4.4,https://www.harborcountry-news.com/news/new-buffalo-township-board-dispensary-slu-hearings-delayed/article_15718f7f-5c3b-5957-9629-e6584509ced2.html
20260416,"Michigan, United States",43.3504,-84.5603,130,-4.4,https://www.fox2detroit.com/news/police-chase-dearborn-ends-deadly-crash-intense-standoff-driver
20260416,"Michigan, United States",43.3504,-84.5603,141,-6.5,https://www.datacenterknowledge.com/data-center-construction/data-center-protests-are-growing-how-should-the-industry-respond-
20260416,"Michigan, United States",43.3504,-84.5603,130,-4.4,http://www.cambodiantimes.com/news/278986344/lawyers-caution-ai-chats-lack-legal-privilege-after-us-ruling
20260415,"Fort Worth, Texas, United States",32.7254,-97.3208,130,-4.4,https://nacla.org/state-terror-seeks-to-dismantle-the-gains-of-collective-struggle/
20260416,"Sonoma, Texas, United States",32.3404,-96.61,141,-6.5,https://www.pressdemocrat.com/2026/04/16/letters-to-the-editor-thursday-april-16/
20260416,"City Of Austin, Texas, United States",30.3024,-97.7619,130,-4.4,https://www.kvue.com/article/news/politics/austin-mayor-and-council/austin-142-million-annually-cutting-duplicate-software-consultant/269-84e97414-6cbf-4df5-8048-5a21eb609c6d
20260416,"Tarrant County, Texas, United States",32.7668,-97.3003,130,-4.4,https://www.yahoo.com/news/articles/magnolia-mayor-behaved-inappropriately-leading-233352922.html
20260416,"Tarrant County, Texas, United States",32.7668,-97.3003,130,-4.4,https://www.yahoo.com/news/articles/magnolia-mayor-behaved-inappropriately-leading-233352922.html
20260416,"Robert Lee, Texas, United States",31.8924,-100.485,130,-4.4,https://www.kplctv.com/2026/04/16/swla-arrest-report-april-15-2026/
20260416,"Sonoma, Texas, United States",32.3404,-96.61,141,-6.5,https://www.pressdemocrat.com/2026/04/16/letters-to-the-editor-thursday-april-16/
20260416,"Dallas, Texas, United States",32.7831,-96.8067,141,-6.5,https://www.fox4news.com/news/north-texas-oath-keepers-founder-stewart-rhodes-could-have-seditious-conspiracy-conviction-dismissed
20260415,"Fort Worth, Texas, United States",32.7254,-97.3208,134,-5.8,https://www.kltv.com/2026/04/15/woman-arrested-following-secure-lockout-rusk-isd/
20260415,"Tarrant County, Texas, United States",32.7668,-97.3003,130,-4.4,https://abc13.com/post/magnolia-mayor-matthew-dantzer-made-unwanted-sexual-remarks-leading-alleged-assault-pregnant-employee-lawsuit/18892944/
20260415,"Tarrant County, Texas, United States",32.7668,-97.3003,130,-4.4,https://abc13.com/post/magnolia-mayor-matthew-dantzer-made-unwanted-sexual-remarks-leading-alleged-assault-pregnant-employee-lawsuit/18892944/
20260416,"Houston, Texas, United States",29.7633,-95.3633,131,-5.8,https://www.winnipegfreepress.com/arts-and-life/entertainment/celebrities/2026/04/16/in-the-news-today-artemis-ii-update-social-media-ban-amazon-surcharge
20260416,"Houston, Texas, United States",29.7633,-95.3633,130,-4.4,https://www.azfamily.com/2026/04/16/suspect-cross-country-atm-robbery-spree-that-targeted-arizona-sentenced/
20260416,"Houston, Texas, United States",29.7633,-95.3633,130,-4.4,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/04/15/549172/houston-police-ice-policy-greg-abbott-mayor-john-whitmire/
20260416,"Harris County, Texas, United States",29.8336,-95.4002,130,-4.4,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/04/15/549172/houston-police-ice-policy-greg-abbott-mayor-john-whitmire/
20260416,"Harris County, Texas, United States",29.8336,-95.4002,130,-4.4,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/04/15/549172/houston-police-ice-policy-greg-abbott-mayor-john-whitmire/
20260416,"City Of Austin, Texas, United States",30.3024,-97.7619,130,-4.4,https://www.kvue.com/article/news/politics/austin-mayor-and-council/austin-142-million-annually-cutting-duplicate-software-consultant/269-84e97414-6cbf-4df5-8048-5a21eb609c6d
20260415,"Texas, United States",31.106,-97.6475,141,-6.5,https://newsone.com/6856188/maryland-redistricting-effort-officially-fails/
20260415,"Tarrant County, Texas, United States",32.7668,-97.3003,130,-4.4,https://abc13.com/post/magnolia-mayor-matthew-dantzer-made-unwanted-sexual-remarks-leading-alleged-assault-pregnant-employee-lawsuit/18892944/
20260416,"Texas, United States",31.106,-97.6475,141,-6.5,https://www.fox4news.com/news/north-texas-oath-keepers-founder-stewart-rhodes-could-have-seditious-conspiracy-conviction-dismissed
20260416,"Texas, United States",31.106,-97.6475,141,-6.5,https://www.fox4news.com/news/north-texas-oath-keepers-founder-stewart-rhodes-could-have-seditious-conspiracy-conviction-dismissed
20260416,"Texas, United States",31.106,-97.6475,130,-4.4,https://b93.net/ixp/175/p/coreage-rx-wichita-falls/
20260416,"Texas, United States",31.106,-97.6475,130,-4.4,https://b93.net/ixp/175/p/coreage-rx-wichita-falls/
20260416,"Texas, United States",31.106,-97.6475,130,-4.4,https://www.houstonpublicmedia.org/articles/shows/hello-houston/2026/04/15/549138/hello-houston-the-commuter-cut-april-15-2026/
20260414,"Camp Mystic, Texas, United States",30.0085,-99.3703,130,-4.4,https://www.wsls.com/news/national/2026/04/13/camp-mystic-official-says-he-didnt-see-flood-warnings-issued-the-day-before-storm-hit/
20260413,"Camp Mystic, Texas, United States",30.0085,-99.3703,130,-4.4,https://www.wral.com/news/ap/2ebd0-camp-mystic-official-says-he-didnt-see-flood-warnings-issued-the-day-before-storm-hit/
20260413,"Southlake, Texas, United States",32.9412,-97.1342,130,-4.4,https://www.wfaa.com/article/news/local/fda-issues-warning-southlake-med-spa-allegedly-using-illegal-off-brand-botox-on-patients/287-bcfbadca-cbcb-46bf-8462-37989eb205d7
